Date,Open,High,Low,Close,Adj Close
2013-01-11,0.003710000000000102,-0.003510000000000124,0.0008790000000000742,0.0035330000000000084,0.0035330000000000084
2013-01-14,-0.00692500000000007,-0.0026889999999999414,-0.0067349999999999355,-0.007121999999999851,-0.007121999999999851
2013-01-15,-0.0005370000000000097,0.0003589999999999982,-0.0013449999999999296,-0.0005370000000000097,-0.0005370000000000097
2013-01-16,0.0008869999999998601,0.0004550000000000942,0.004045999999999994,0.0011520000000000419,0.0011520000000000419
2013-01-17,0.0019460000000000033,-0.0003130000000000077,7.599999999996498e-05,0.0020700000000000163,0.0020700000000000163
2013-01-18,-0.005697999999999981,-0.0039639999999998565,-0.0023329999999999185,-0.005857999999999919,-0.005857999999999919
2013-01-21,-0.0010639999999999539,0.004637000000000002,-0.0012600000000000389,-0.0011520000000000419,-0.0011520000000000419
2013-01-22,0.005871999999999877,0.010610000000000008,0.008145999999999987,0.005784000000000011,0.005784000000000011
2013-01-23,0.015061999999999909,0.011750999999999845,0.015357999999999983,0.015203999999999995,0.015203999999999995
2013-01-24,0.013959999999999972,0.011389000000000093,0.012871999999999995,0.013778999999999986,0.013778999999999986
2013-01-25,0.01226600000000011,0.009788999999999826,0.013036000000000048,0.012229999999999963,0.012229999999999963
2013-01-28,0.010232000000000019,0.011449000000000042,0.01164199999999993,0.010232000000000019,0.010232000000000019
2013-01-29,0.016291000000000055,0.020117999999999858,0.01714799999999994,0.016472000000000042,0.016472000000000042
2013-01-30,0.01555799999999996,0.0071149999999999824,0.0064670000000000005,0.015706999999999915,0.015706999999999915
2013-01-31,-0.005773999999999946,-0.0020929999999999005,-0.007962000000000025,-0.005665000000000031,-0.005665000000000031
2013-02-01,-0.0027729999999999144,-0.00968100000000005,-0.008651999999999882,-0.002958000000000016,-0.002958000000000016
2013-02-04,-0.01245699999999994,-0.007255999999999929,-0.01746000000000003,-0.012477999999999989,-0.012477999999999989
2013-02-05,-0.012532999999999905,-0.01410800000000001,-0.009897999999999962,-0.012229999999999963,-0.012229999999999963
2013-02-06,-0.021607000000000154,-0.018508999999999887,-0.01423299999999994,-0.021314999999999973,-0.021314999999999973
2013-02-07,-0.011962000000000028,-0.010213000000000028,-0.0005429999999999602,-0.012035999999999936,-0.012035999999999936
2013-02-08,0.006625999999999799,0.00901099999999988,0.0065790000000001125,0.00626799999999994,0.00626799999999994
2013-02-11,0.007727000000000039,0.004423000000000066,-0.003975000000000062,0.00761999999999996,0.00761999999999996
2013-02-12,-0.005011000000000099,-0.008345999999999965,-0.005889000000000033,-0.005065000000000097,-0.005065000000000097
2013-02-13,-0.010947999999999958,-0.014375000000000027,-0.01057000000000019,-0.010806000000000093,-0.010806000000000093
2013-02-14,-0.009511999999999965,-0.008332000000000006,0.0011259999999999604,-0.009725999999999901,-0.009725999999999901
2013-02-15,0.004293000000000102,0.0043999999999999595,0.0055670000000001,0.004293000000000102,0.004293000000000102
2013-02-18,-0.0069069999999999965,-0.008530999999999844,-0.01537899999999981,-0.007085000000000008,-0.007085000000000008
2013-02-19,-0.01550000000000007,-0.012871000000000077,-0.01825600000000005,-0.015286000000000133,-0.015286000000000133
2013-02-20,-0.020150000000000112,-0.012197000000000013,-0.018218000000000067,-0.019992999999999927,-0.019992999999999927
2013-02-21,-0.020809999999999995,-0.0173080000000001,-0.015171000000000046,-0.020809999999999995,-0.020809999999999995
2013-02-22,-0.012502000000000013,-0.011718000000000117,-0.010608999999999869,-0.012842999999999938,-0.012842999999999938
2013-02-25,-0.004337999999999953,-0.015201999999999938,-0.01229199999999997,-0.004495000000000138,-0.004495000000000138
2013-02-26,-0.0003409999999999247,-0.0015959999999999308,-0.00495000000000001,-0.0005109999999999282,-0.0005109999999999282
2013-02-27,-0.005188999999999888,-0.009679999999999911,-0.005927000000000016,-0.004898999999999987,-0.004898999999999987
2013-02-28,-0.011503000000000041,-0.008640999999999899,-0.004588999999999954,-0.011485999999999885,-0.011485999999999885
2013-03-01,-0.001363000000000003,-0.0029609999999999914,0.0019499999999998963,-0.0011419999999999764,-0.0011419999999999764
2013-03-04,-0.003886000000000056,0.00838899999999998,-0.0006909999999999972,-0.003835000000000033,-0.003835000000000033
2013-03-05,0.007537000000000127,0.0060709999999999376,-0.005406000000000022,0.007519999999999971,0.007519999999999971
2013-03-06,-0.005932000000000048,-0.0046159999999999535,-0.0004669999999999952,-0.006051000000000029,-0.006051000000000029
2013-03-07,0.005379000000000023,-0.0040199999999999125,0.001706999999999903,0.005413000000000112,0.005413000000000112
2013-03-08,-0.008199000000000067,-0.00692500000000007,-0.0034929999999999684,-0.008199000000000067,-0.008199000000000067
2013-03-11,-0.003029999999999866,-0.004413,-0.007252000000000036,-0.002961999999999909,-0.002961999999999909
2013-03-12,-0.0020009999999999195,0.0031090000000000284,0.0010099999999999554,-0.002035000000000009,-0.002035000000000009
2013-03-13,-0.013109000000000037,-0.009145999999999876,-0.004261999999999988,-0.01365700000000003,-0.01365700000000003
2013-03-14,-0.0013420000000001764,-0.0014979999999999993,-0.0022889999999999855,-0.0013420000000001764,-0.0013420000000001764
2013-03-15,-0.01473100000000005,-0.01317999999999997,-0.013884999999999925,-0.014847000000000055,-0.014847000000000055
2013-03-18,0.004172999999999982,-0.001686999999999994,0.0002549999999998942,0.0048880000000000035,0.0048880000000000035
2013-03-19,-0.004008999999999929,0.003877999999999826,0.0,-0.004008999999999929,-0.004008999999999929
